index_content,word,nature,content_type,index_word
165,送货,v,pos,6
165,师傅,nr,pos,7
165,搬到,v,pos,8
165,楼,n,pos,9
165,安装,v,pos,10
165,师傅,nr,pos,11
165,热心,n,pos,12
165,做工,v,pos,13
165,精细,a,pos,14
165,收费,n,pos,15
165,标准,n,pos,16
165,不错,a,pos,17
179,物流,n,pos,0
179,送货,v,pos,1
179,第二天,m,pos,2
179,安装,v,pos,3
179,收费,n,pos,4
179,高,a,pos,5
179,花,v,pos,6
179,安装费,n,pos,7
215,质量,n,pos,0
215,价格,n,pos,1
215,高,a,pos,2
215,便宜,a,pos,3
215,实用,v,pos,4
258,价格,n,pos,0
258,贵,a,pos,1
258,贵,n,pos,2
258,还好,v,pos,3
311,保温,n,pos,0
311,效果,n,pos,1
311,蛮好,a,pos,2
311,混,v,pos,3
311,水阀,n,pos,4
311,高,a,pos,5
311,点,m,pos,6
311,特意,d,pos,7
311,几天,m,pos,8
311,评价,n,pos,9
318,外观,n,pos,0
318,漂亮,a,pos,1
318,功能,n,pos,2
318,实用,v,pos,3
318,价格,n,pos,4
318,实惠,vn,pos,5
318,送货,v,pos,6
318,安装,v,pos,7
318,小哥,n,pos,8
318,态度,n,pos,9
318,自营,vn,pos,10
318,服务,vn,pos,11
318,缺点,n,pos,12
318,加热,v,pos,13
318,慢,a,pos,14
318,太慢,a,pos,15
323,质量,n,pos,0
323,性价比,n,pos,1
323,高,a,pos,2
323,希欢,v,pos,3
363,售后服务,l,pos,0
363,人员,n,pos,1
363,态度恶劣,n,pos,2
363,额外,b,pos,3
363,乱收费,n,pos,4
363,未,d,pos,5
363,安装,v,pos,6
363,短信,n,pos,7
363,显示,v,pos,8
363,安装,v,pos,9
363,垃圾,n,pos,10
363,失望,v,pos,11
363,失望,v,pos,12
363,失望,v,pos,13
395,包装,v,pos,0
395,损坏,v,pos,1
395,外壳,n,pos,2
395,坑,n,pos,3
395,划痕,n,pos,4
395,换,v,pos,5
395,新,a,pos,6
395,外表,n,pos,7
395,安装,v,pos,8
395,安装,v,pos,9
395,评价,n,pos,10
442,不错,a,pos,0
442,加热,v,pos,1
442,送货,v,pos,2
442,安装,v,pos,3
442,安排,v,pos,4
442,挺快,v,pos,5
442,送货,v,pos,6
442,师傅,nr,pos,7
442,安装,v,pos,8
442,师傅,nr,pos,9
442,态度,n,pos,10
442,感觉,n,pos,11
442,安装,v,pos,12
442,高度,n,pos,13
442,高,a,pos,14
442,洗手间,n,pos,15
442,推拉门,n,pos,16
442,高,a,pos,17
442,身高,v,pos,18
442,操作,v,pos,19
442,屏,ng,pos,20
442,花,v,pos,21
442,洒,v,pos,22
442,稍微,d,pos,23
442,踮起,v,pos,24
442,脚,n,pos,25
442,操作,v,pos,26
442,拿放,v,pos,27
442,安装,v,pos,28
442,一套,m,pos,29
442,水管,n,pos,30
442,花,v,pos,31
442,洒,v,pos,32
442,支付,v,pos,33
442,稍微,d,pos,34
442,贵,a,pos,35
442,花洒,nr,pos,36
442,质量,n,pos,37
442,提前,v,pos,38
442,先,d,pos,39
442,勉强,v,pos,40
442,总体,n,pos,41
442,好评,v,pos,42
450,安装,v,pos,0
450,正式,ad,pos,1
450,安装费,n,pos,2
450,够,v,pos,3
450,高,a,pos,4
450,赶上,d,pos,5
450,半个,m,pos,6
450,价,n,pos,7
450,套路,n,pos,8
451,产品,n,pos,0
451,带接,v,pos,1
451,水管,n,pos,2
451,第一次,m,pos,3
451,碰到,v,pos,4
451,套路,n,pos,5
451,加热,v,pos,6
451,慢,a,pos,7
451,旧,n,pos,8
451,拆卸,v,pos,9
451,费,v,pos,10
451,加收,v,pos,11
457,性价比,n,pos,0
457,安装,v,pos,1
457,师傅,nr,pos,2
457,服务态度,n,pos,3
457,花,v,pos,4
457,洋,ag,pos,5
457,随机,d,pos,6
457,配件,n,pos,7
457,质量,n,pos,8
457,差,a,pos,9
457,第一次,m,pos,10
457,热水管,n,pos,11
457,漏水,n,pos,12
457,第二次,m,pos,13
457,师傅,nr,pos,14
457,装好,v,pos,15
457,热水,n,pos,16
457,花洒,nr,pos,17
457,关不住,v,pos,18
457,流水,n,pos,19
457,漏水,n,pos,20
457,花,v,pos,21
457,洒,v,pos,22
457,水要,b,pos,23
457,流,n,pos,24
457,三五分钟,m,pos,25
457,流完,v,pos,26
457,水,n,pos,27
457,停,v,pos,28
457,块,zg,pos,29
457,不值,n,pos,30
457,建议,n,pos,31
457,配件,n,pos,32
457,配套,a,pos,33
457,配件,n,pos,34
457,不错,a,pos,35
457,失望,v,pos,36
457,配件,n,pos,37
457,差,a,pos,38
457,评,n,pos,39
458,自营,vn,pos,0
458,东西,ns,pos,1
458,物流,n,pos,2
458,差评,n,pos,3
458,原因,n,pos,4
458,说好,v,pos,5
458,包,v,pos,6
458,安装,v,pos,7
458,水管,n,pos,8
458,安装,v,pos,9
458,捆绑,v,pos,10
458,交易,n,pos,11
458,两条,m,pos,12
458,水管,n,pos,13
458,块钱,n,pos,14
458,东西,ns,pos,15
458,收,v,pos,16
458,人民币,n,pos,17
458,真当,d,pos,18
458,老百姓,n,pos,19
458,个个,r,pos,20
458,家里,s,pos,21
458,矿,n,pos,22
458,安装,v,pos,23
458,发,v,pos,24
458,信息,n,pos,25
458,问,v,pos,26
458,同意,d,pos,27
458,同意,d,pos,28
458,搞,v,pos,29
458,半个,m,pos,30
458,小时,n,pos,31
458,加,v,pos,32
458,块钱,n,pos,33
458,搞定,v,pos,34
458,事,n,pos,35
458,两百,m,pos,36
458,请,v,pos,37
458,搞,v,pos,38
458,头,n,pos,39
458,自营,vn,pos,40
458,东西,ns,pos,41
458,发,v,pos,42
458,大火,n,pos,43
519,本次,r,pos,0
519,选购,v,pos,1
519,电,n,pos,2
519,热水,n,pos,3
519,嚣,l,pos,4
519,原,n,pos,5
519,海尔,nrt,pos,6
519,内胆,n,pos,7
519,漏水,n,pos,8
519,更换,v,pos,9
519,晚上,t,pos,10
519,点,m,pos,11
519,下单,n,pos,12
519,第三天,m,pos,13
519,中午,t,pos,14
519,送到,v,pos,15
519,安装工,n,pos,16
519,小时,n,pos,17
519,测试,vn,pos,18
519,希望,v,pos,19
519,换购,v,pos,20
519,产品质量,n,pos,21
519,胜过,v,pos,22
519,原,n,pos,23
519,海尔,nrt,pos,24
519,产品,n,pos,25
519,至少,d,pos,26
519,年内,t,pos,27
519,内胆,n,pos,28
519,漏水,n,pos,29
519,希望,v,pos,30
519,产,v,pos,31
519,不负重望,l,pos,32
521,东西,ns,pos,0
521,不错,a,pos,1
521,安装,v,pos,2
521,原因,n,pos,3
521,我家,r,pos,4
521,电源,n,pos,5
521,加装,v,pos,6
521,时,ng,pos,7
521,情况,n,pos,8
521,安装,v,pos,9
521,电源,n,pos,10
521,原因,n,pos,11
521,引发,v,pos,12
521,故障,n,pos,13
521,找,v,pos,14
521,赔,v,pos,15
521,花钱,n,pos,16
521,买单,n,pos,17
521,要说,c,pos,18
521,前,f,pos,19
521,感觉,n,pos,20
521,全,a,pos,21
521,坑,n,pos,22
522,东西,ns,pos,0
522,算,v,pos,1
522,安装,v,pos,2
522,材料费,n,pos,3
522,太,d,pos,4
522,高,a,pos,5
522,东西,ns,pos,6
522,送,v,pos,7
522,裸机,b,pos,8
575,外观,n,pos,0
575,时尚,n,pos,1
575,大方,n,pos,2
575,物流,n,pos,3
575,速度,n,pos,4
575,安装,v,pos,5
575,师傅,nr,pos,6
575,耐心,a,pos,7
575,安装费,n,pos,8
575,贵,a,pos,9
575,商品,n,pos,10
575,带有,v,pos,11
575,配件,n,pos,12
651,行,zg,pos,0
651,师傅,nr,pos,1
651,挺好,a,pos,2
651,安装,v,pos,3
651,整整,vn,pos,4
651,下午,t,pos,5
651,安装,v,pos,6
651,完花,v,pos,7
651,费用,n,pos,8
651,高,a,pos,9
679,父母,n,pos,0
679,冬天,t,pos,1
679,洗澡,v,pos,2
679,希望,v,pos,3
679,好用,v,pos,4
679,看着,v,pos,5
679,销量,n,pos,6
679,高,a,pos,7
707,东西,ns,pos,0
707,不错,a,pos,1
707,送货,v,pos,2
707,价格便宜,n,pos,3
707,实在,v,pos,4
707,颜值,n,pos,5
707,高,a,pos,6
707,效果,n,pos,7
707,下次,t,pos,8
707,购物,n,pos,9
707,功能强大,i,pos,10
707,真心,d,pos,11
707,不错,a,pos,12
947,安装,v,pos,0
947,师傅,nr,pos,1
947,铁管,n,pos,2
947,非要,b,pos,3
947,带来,v,pos,4
947,塑料管,n,pos,5
947,加,v,pos,6
947,两个,m,pos,7
947,小小的,z,pos,8
947,铁架子,n,pos,9
947,安装,v,pos,10
947,总共,b,pos,11
947,花,v,pos,12
947,视频,n,pos,13
947,铁管,n,pos,14
947,安装,v,pos,15
947,师傅,nr,pos,16
947,坑,n,pos,17
961,质量,n,pos,0
961,泄,vg,pos,1
961,压阀,n,pos,2
961,漏水,n,pos,3
961,问,n,pos,4
961,售后服务,l,pos,5
961,水压,n,pos,6
961,要装,v,pos,7
961,减压阀,n,pos,8
961,五金店,nz,pos,9
961,里,f,pos,10
961,泄,vg,pos,11
961,压阀,n,pos,12
961,漏水,n,pos,13
961,评价,n,pos,14
996,不错,a,pos,0
996,安装,v,pos,1
996,配件,n,pos,2
996,价格,n,pos,3
996,高,a,pos,4
1003,本来,t,neg,0
1003,一颗,m,neg,1
1003,星,n,neg,2
1003,不想,v,neg,3
1003,无奈,d,neg,4
1003,点,m,neg,5
1003,一颗,m,neg,6
1003,售后服务,l,neg,7
1003,垃圾,n,neg,8
1003,安装,v,neg,9
1003,找,v,neg,10
1003,物管,n,neg,11
1003,师傅,nr,neg,12
1003,安装,v,neg,13
1003,多半,m,neg,14
1003,换,v,neg,15
1003,材料费,n,neg,16
1003,啥子,r,neg,17
1003,收不到,v,neg,18
1003,钱,n,neg,19
1003,客服,n,neg,20
1003,拆,v,neg,21
1003,旧,n,neg,22
1003,收费,n,neg,23
1003,拆,v,neg,24
1003,这位,rz,neg,25
1003,安装,v,neg,26
1003,师傅,nr,neg,27
1003,电话,n,neg,28
1003,里,f,neg,29
1003,拆,v,neg,30
1003,找,v,neg,31
1003,拆,v,neg,32
1003,找,v,neg,33
1003,物管,n,neg,34
1003,师傅,nr,neg,35
1003,安装,v,neg,36
1003,物管,n,neg,37
1003,收,v,neg,38
1003,第一次,m,neg,39
1003,真的,d,neg,40
1003,只能,v,neg,41
1003,物管,n,neg,42
1003,师傅,nr,neg,43
1003,关系,n,neg,44
1003,介绍,v,neg,45
1003,生意,v,neg,46
1005,本来,t,neg,0
1005,不想,v,neg,1
1005,星,n,neg,2
1005,物流,n,neg,3
1005,售后,n,neg,4
1005,安装,v,neg,5
1005,太,d,neg,6
1005,垃圾,n,neg,7
1005,卖,v,neg,8
1005,设备,vn,neg,9
1005,安装,v,neg,10
1005,材料,n,neg,11
1005,安装,v,neg,12
1005,开价,v,neg,13
1005,安装,v,neg,14
1005,材料费,n,neg,15
1005,免费,vn,neg,16
1005,安装,v,neg,17
1005,材料,n,neg,18
1005,自费,vn,neg,19
1005,安装,v,neg,20
1005,师傅,nr,neg,21
1005,材料,n,neg,22
1005,本来,t,neg,23
1005,俩,m,neg,24
1005,兄弟,n,neg,25
1005,三家,m,neg,26
1005,需,v,neg,27
1005,购买,v,neg,28
1005,安装,v,neg,29
1005,希望,v,neg,30
1005,好好,d,neg,31
1005,找,v,neg,32
1005,合作,vn,neg,33
1005,商,n,neg,34
1005,坑,n,neg,35
1005,消费者,n,neg,36
1006,不好,d,neg,0
1006,安装费,n,neg,1
1006,花,v,neg,2
1006,三分之一,mq,neg,3
1006,整机,b,neg,4
1006,价格,n,neg,5
1006,感觉,n,neg,6
1006,不值,n,neg,7
1006,安装,v,neg,8
1006,套路,n,neg,9
1006,一点点,m,neg,10
1006,塑料管,n,neg,11
1006,穿墙,n,neg,12
1006,螺丝,n,neg,13
1006,收,v,neg,14
1006,太,d,neg,15
1006,不值,n,neg,16
1007,售后,n,neg,0
1007,安装,v,neg,1
1007,服务,vn,neg,2
1007,极差,n,neg,3
1007,附加,v,neg,4
1007,不合理,n,neg,5
1007,厂家,n,neg,6
1007,不合理,n,neg,7
1007,售后,n,neg,8
1007,电话,n,neg,9
1007,公司,n,neg,10
1007,搪塞,v,neg,11
1007,安装,v,neg,12
1007,师傅,nr,neg,13
1007,符合,v,neg,14
1007,公司,n,neg,15
1007,安装,v,neg,16
1007,安装,v,neg,17
1007,致使,v,neg,18
1007,买完,v,neg,19
1007,投入使用,n,neg,20
1007,安装,v,neg,21
1007,位置,v,neg,22
1007,条件,n,neg,23
1007,品牌,n,neg,24
1007,安装,v,neg,25
1008,安装费,n,neg,0
1008,贼,n,neg,1
1008,贵,a,neg,2
1008,材料,n,neg,3
1008,加进去,v,neg,4
1008,送,v,neg,5
1008,东西,ns,neg,6
1014,装好,v,neg,0
1014,漏水,n,neg,1
1014,现象,n,neg,2
1014,客服,n,neg,3
1014,售后,n,neg,4
1014,一周,m,neg,5
1014,时间,n,neg,6
1014,办事效率,n,neg,7
1014,低,a,neg,8
1014,售后,n,neg,9
1014,实在,v,neg,10
1019,东西,ns,neg,0
1019,不错,a,neg,1
1019,安装,v,neg,2
1019,师傅,nr,neg,3
1019,太坑,n,neg,4
1019,了收,v,neg,5
1019,安装费,n,neg,6
1026,安装,v,neg,0
1026,人员,n,neg,1
1026,乱收费,n,neg,2
1026,材料,n,neg,3
1026,夸大,v,neg,4
1026,费用,n,neg,5
1026,成倍,m,neg,6
1026,地算,n,neg,7
1026,拿出,v,neg,8
1026,收费,n,neg,9
1026,标准,n,neg,10
1026,消费者,n,neg,11
1026,相当于,v,neg,12
1026,上当,v,neg,13
1026,后悔,v,neg,14
1026,不配,v,neg,15
1026,喷头,v,neg,16
1026,混,n,neg,17
1026,水分,n,neg,18
1026,很好,a,neg,19
1026,太,d,neg,20
1026,买好,v,neg,21
1026,少,a,neg,22
1026,少,a,neg,23
1026,逼,v,neg,24
1026,配件,n,neg,25
1026,安装,v,neg,26
1026,人员,n,neg,27
1026,东西,ns,neg,28
1026,乱收费,n,neg,29
1026,这款,r,neg,30
1026,产品,n,neg,31
1026,先,d,neg,32
1026,评价,n,neg,33
1026,全,a,neg,34
1026,差,a,neg,35
1026,评,n,neg,36
1026,改正,v,neg,37
1026,网购,v,neg,38
1026,十几年,m,neg,39
1026,垃圾,n,neg,40
1027,太坑,n,neg,0
1027,猜猜,v,neg,1
1027,安装,v,neg,2
1027,钱,n,neg,3
1027,安装,v,neg,4
1027,价格,n,neg,5
1027,原价,n,neg,6
1027,无语,v,neg,7
1027,空,n,neg,8
1027,机器,n,neg,9
1027,配件,n,neg,10
1027,花钱买,ns,neg,11
1027,太,d,neg,12
1027,坑人,n,neg,13
1028,申明,v,neg,0
1028,评论,n,neg,1
1028,商品,n,neg,2
1028,关系,n,neg,3
1028,真的,d,neg,4
1028,垃圾,n,neg,5
1028,凌晨,t,neg,6
1028,白条,n,neg,7
1028,期,n,neg,8
1028,还款,v,neg,9
1028,日,m,neg,10
1028,没错,v,neg,11
1028,利息,n,neg,12
1028,服务费,n,neg,13
1028,踏,v,neg,14
1028,马,n,neg,15
1028,醉,v,neg,16
1028,打电话,l,neg,17
1028,问,n,neg,18
1028,一次性,d,neg,19
1028,还款,v,neg,20
1028,取消,v,neg,21
1028,服务费,n,neg,22
1028,一句,m,neg,23
1028,蚂蚁,n,neg,24
1028,踏,v,neg,25
1028,马,n,neg,26
1028,醉,v,neg,27
1028,上网,v,neg,28
1028,搜,v,neg,29
1028,好多,m,neg,30
1028,吃,v,neg,31
1028,亏,vn,neg,32
1028,真无语,i,neg,33
1028,果断,d,neg,34
1028,购物,n,neg,35
1028,购物,n,neg,36
1028,小心,n,neg,37
1028,点,m,neg,38
1030,欺诈,vn,neg,0
1030,消费者,n,neg,1
1030,受骗,v,neg,2
1030,销量,n,neg,3
1030,选择,v,neg,4
1030,主,b,neg,5
1030,页面,n,neg,6
1030,写,v,neg,7
1030,上门,ns,neg,8
1030,安装,v,neg,9
1030,下单,n,neg,10
1030,主动,b,neg,11
1030,默认,v,neg,12
1030,送货,v,neg,13
1030,上门,ns,neg,14
1030,安装时间,l,neg,15
1030,不知情,i,neg,16
1030,情况,n,neg,17
1030,下让,v,neg,18
1030,安装,v,neg,19
1030,师傅,nr,neg,20
1030,安装,v,neg,21
1030,收取,v,neg,22
1030,材料费,n,neg,23
1030,东西,ns,neg,24
1030,写,v,neg,25
1030,上门,ns,neg,26
1030,安装,v,neg,27
1030,免费,vn,neg,28
1030,并不知道,l,neg,29
1030,辅材,n,neg,30
1030,欺诈,vn,neg,31
1030,消费者,n,neg,32
1030,做,v,neg,33
1030,律师,n,neg,34
1030,实在,v,neg,35
1030,无法忍受,l,neg,36
1030,欺骗,v,neg,37
1030,欺骗,v,neg,38
1032,物品,n,neg,0
1032,安装,v,neg,1
1032,质量,n,neg,2
1032,后期,t,neg,3
1032,安装,v,neg,4
1032,过程,n,neg,5
1032,人无语,i,neg,6
1032,安装,v,neg,7
1032,师傅,nr,neg,8
1032,配件,n,neg,9
1032,安装,v,neg,10
1032,强买强卖,l,neg,11
1032,品牌,n,neg,12
1032,售后服务,l,neg,13
1032,廉价,n,neg,14
1032,品牌形象,n,neg,15
1032,下次,t,neg,16
1032,选择,v,neg,17
1032,牌子,n,neg,18
1036,产品,n,neg,0
1036,安装,v,neg,1
1036,师傅,nr,neg,2
1036,服务,vn,neg,3
1036,不好,d,neg,4
1036,乱收费,n,neg,5
1036,安装费,n,neg,6
1036,标准,n,neg,7
1036,想收,v,neg,8
1036,气愤,n,neg,9
1036,差,a,neg,10
1036,评差,n,neg,11
1036,评,v,neg,12
1037,太坑,n,neg,0
1037,空桶,n,neg,1
1037,阀,n,neg,2
1037,头,n,neg,3
1037,东西,ns,neg,4
1037,加,v,neg,5
1037,接近,v,neg,6
1037,热水,n,neg,7
1037,空桶,n,neg,8
1040,垃圾,n,neg,0
1040,包,v,neg,1
1040,安装,v,neg,2
1040,帮,v,neg,3
1040,挂,v,neg,4
1040,墙上,s,neg,5
1040,配件,n,neg,6
1040,不用,v,neg,7
1040,帮,v,neg,8
1040,装上去,v,neg,9
1040,亏,v,neg,10
1040,两台,m,neg,11
1041,垃圾,n,neg,0
1041,客服,n,neg,1
1041,卖,v,neg,2
1041,东西,ns,neg,3
1041,回话,v,neg,4
1041,天天,t,neg,5
1041,机器人,n,neg,6
1041,只管,c,neg,7
1041,售前,v,neg,8
1044,垃圾,n,neg,0
1046,东西,ns,neg,0
1046,行,zg,neg,1
1046,扯淡,v,neg,2
1046,售后,n,neg,3
1046,安装,v,neg,4
1046,忽悠,z,neg,5
1046,几天,m,neg,6
1046,安装,v,neg,7
1046,玩意,n,neg,8
1046,收,v,neg,9
1046,安装费,n,neg,10
1046,老人家,n,neg,11
1046,在家,r,neg,12
1046,刚刚,d,neg,13
1046,勇气,n,neg,14
1046,块,zg,neg,15
1046,安装费,n,neg,16
1046,收,v,neg,17
1046,售后,n,neg,18
1046,安装,v,neg,19
1046,不过如此,c,neg,20
1046,差,a,neg,21
1046,评,n,neg,22
1046,产品,n,neg,23
1046,差,a,neg,24
1046,评,n,neg,25
1047,差,a,neg,0
1047,评,n,neg,1
1047,差评,n,neg,2
1047,按规定,l,neg,3
1047,时间,n,neg,4
1047,送货,v,neg,5
1047,提前结束,i,neg,6
1047,送到,v,neg,7
1047,迟迟,d,neg,8
1047,未,d,neg,9
1047,送货,v,neg,10
1047,送过来,l,neg,11
1047,扔下,v,neg,12
1047,走,v,neg,13
1047,安排,v,neg,14
1047,安装,v,neg,15
1047,联系人,n,neg,16
1047,安装,v,neg,17
1047,安装,v,neg,18
1047,答复,v,neg,19
1047,原因,n,neg,20
1047,气,n,neg,21
1047,炸,v,neg,22
1050,最差,a,neg,0
1050,售后服务,l,neg,1
1050,安装,v,neg,2
1050,师傅,nr,neg,3
1050,鬼迷日眼,i,neg,4
1050,换,v,neg,5
1050,两次,m,neg,6
1050,搞不定,v,neg,7
1050,小区,n,neg,8
1050,水管,n,neg,9
1050,不好,d,neg,10
1050,接,v,neg,11
1050,电线,n,neg,12
1050,不好,d,neg,13
1050,接,v,neg,14
1050,技术,n,neg,15
1050,差,a,neg,16
1050,外面,f,neg,17
1050,找,v,neg,18
1050,水电工,n,neg,19
1050,安装,v,neg,20
1050,好好,d,neg,21
1050,家用电器,n,neg,22
1050,选择,v,neg,23
1054,感觉,n,neg,0
1054,垃圾,n,neg,1
1061,垃圾,n,neg,0
1061,售后,n,neg,1
1061,号到,v,neg,2
1061,打电话,l,neg,3
1061,售后,n,neg,4
1061,备案,n,neg,5
1061,更换,v,neg,6
1061,地址,n,neg,7
1061,号,q,neg,8
1061,安装,v,neg,9
1061,刚刚,d,neg,10
1061,收到,v,neg,11
1061,电话,n,neg,12
1061,忘记,v,neg,13
1061,有单,a,neg,14
1061,派来,v,neg,15
1062,发错,v,neg,0
1062,货,n,neg,1
1062,价格,n,neg,2
1062,高,a,neg,3
1062,发,v,neg,4
1062,便宜,a,neg,5
1067,售后服务,l,neg,0
1067,消费者,n,neg,1
1067,不负责任,l,neg,2
1067,消费者,n,neg,3
1067,隐瞒,v,neg,4
1067,安装,v,neg,5
1067,收费,n,neg,6
1067,方式,n,neg,7
1067,变相,n,neg,8
1067,收费,n,neg,9
1067,配件,n,neg,10
1067,价格,n,neg,11
1067,主导,b,neg,12
1067,售后,n,neg,13
1067,人员,n,neg,14
1067,每位,r,neg,15
1067,客户,n,neg,16
1067,安装费,n,neg,17
1067,漏电,nz,neg,18
1067,顾客,nr,neg,19
1067,恐惧,an,neg,20
1067,购买,v,neg,21
1067,安装,v,neg,22
1067,配件,n,neg,23
1067,电话,n,neg,24
1067,回访,v,neg,25
1067,时,n,neg,26
1067,问,v,neg,27
1067,售后,n,neg,28
1067,明管不装,l,neg,29
1067,不锈,v,neg,30
1067,装,v,neg,31
1067,塑料管,n,neg,32
1067,漏电,nz,neg,33
1067,暗管,n,neg,34
1067,装,v,neg,35
1067,说不出,v,neg,36
1067,原因,n,neg,37
1067,问,n,neg,38
1067,安装,v,neg,39
1067,人员,n,neg,40
1067,收,v,neg,41
1067,钱,n,neg,42
1067,记录,n,neg,43
1067,监管,vn,neg,44
1067,收费,n,neg,45
1067,钱,n,neg,46
1067,寻找,v,neg,47
1067,知情权,n,neg,48
1067,没法,v,neg,49
1067,回答,v,neg,50
1067,避开,v,neg,51
1067,答案,n,neg,52
1067,服务员,n,neg,53
1067,语气,n,neg,54
1067,令人,nrt,neg,55
1067,发怒,v,neg,56
1067,希望,v,neg,57
1067,公司,n,neg,58
1067,解决,v,neg,59
1072,太,d,neg,0
1072,垃圾,n,neg,1
1072,安装,v,neg,2
1072,人员,n,neg,3
1072,压力,n,neg,4
1072,太,d,neg,5
1072,漏水,n,neg,6
1077,千万别,i,neg,0
1077,售后服务,l,neg,1
1077,太,d,neg,2
1077,差,a,neg,3
1077,太坑,n,neg,4
1079,购物,n,neg,0
1079,体验,n,neg,1
1079,极差,n,neg,2
1082,东西,ns,neg,0
1082,不好,d,neg,1
1082,安装,v,neg,2
1082,花,v,neg,3
1082,花,v,neg,4
1082,洒,v,neg,5
1082,胶,n,neg,6
1082,几天,m,neg,7
1082,烂,v,neg,8
1084,垃圾,n,neg,0
1084,物流,n,neg,1
1084,老家,n,neg,2
1084,爸妈,n,neg,3
1084,送货,v,neg,4
1084,送到,v,neg,5
1084,半路,m,neg,6
1084,打电话,l,neg,7
1084,我家,r,neg,8
1084,自取,v,neg,9
1084,订单,n,neg,10
1084,送货,v,neg,11
1084,地址,n,neg,12
1084,斤,m,neg,13
1084,公里,q,neg,14
1084,鬼,n,neg,15
1084,物流,n,neg,16
1084,垃圾,n,neg,17
1084,真,d,neg,18
1084,心想,n,neg,19
1084,退货,v,neg,20
1084,物流,n,neg,21
1084,家里,s,neg,22
1084,取货,v,neg,23
1085,配,v,neg,0
1085,花,v,neg,1
1085,洒,v,neg,2
1085,配,v,neg,3
1085,安装费,n,neg,4
1085,贵,a,neg,5
1085,安装费,n,neg,6
1085,两百,m,neg,7
1087,安装,v,neg,0
1087,水,n,neg,1
1087,管接头,n,neg,2
1087,两个,m,neg,3
1087,洞,n,neg,4
1087,收,v,neg,5
1087,块,zg,neg,6
1087,大洋,ns,neg,7
1087,不值,n,neg,8
